logFC,AveExpr,t,P.Value,adj.P.Val,B,uniprot_id,contrast,protein,gene,description
-0.329257611364314,16.221142019902725,-2.109516058583375,0.038932811711071345,0.15341983687257058,-4.130873740997865,A0A0U1RRL7,Training_Young,MMPOS_HUMAN,MMP24OS,Protein MMP24OS
0.2161148865394189,17.109586463337408,2.498666555244077,0.015122599203211887,0.08236000181441551,-3.3265427726255585,A0FGR8,Training_Young,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2
0.1939405541237882,16.883663553871582,1.543667804431731,0.1277436566751979,0.3173421365825969,-5.08647877216392,A1L0T0,Training_Young,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein
0.007975550331710934,18.038428105855818,0.07227765295733736,0.9426129524656659,0.9700376170335188,-6.2257790506453246,A1L4K1,Training_Young,FSD2_HUMAN,FSD2,Fibronectin type III and SPRY domain-containing protein 2
0.0017634650194580104,15.42987906904483,0.016087043982136843,0.9872164603628759,0.9943001004265919,-6.228205284729227,A2RTX5,Training_Young,SYTC2_HUMAN,TARS3,"Threonine--tRNA ligase 2, cytoplasmic"
-0.046389240978037094,21.158384475198748,-0.403742090516909,0.687787649404535,0.8235901941849777,-6.148784030140578,A3KMH1,Training_Young,VWA8_HUMAN,VWA8,von Willebrand factor A domain-containing protein 8
0.7934163002117138,20.121445573172686,4.385559447793989,4.551344031792787e-5,0.002834103850971017,1.9146960642956437,A5YM72,Training_Young,CRNS1_HUMAN,CARNS1,Carnosine synthase 1
-0.19029984151953983,20.90173564956159,-2.08267419733425,0.041400896362290045,0.15959256601361899,-4.182093825323016,A6NCE7,Training_Young,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2
0.07069119564268789,23.020117452198345,0.982464252607206,0.32967883304890655,0.5563185091530195,-5.760417899925135,A6NDG6,Training_Young,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase
-0.17469405414279038,21.641342562227027,-1.4277177269804862,0.1583767185977614,0.3617119895716615,-5.248838977814225,A6NNS2,Training_Young,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C
0.03465134153266547,23.41462142695677,0.1971905985387493,0.8443215953381158,0.9201329238061355,-6.209336650347464,A8MU46,Training_Young,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1
-0.15808873002587376,17.032751386672636,-1.0004650971947817,0.3209632948585699,0.5493360501850141,-5.743257187810802,A8MXV4,Training_Young,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19
0.2675775738142505,23.684780525636413,3.9055921879132423,2.3425433407962544e-4,0.007381522825233369,0.40788670277029393,E9PAV3,Training_Young,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
-0.10915628451705217,18.66371385382107,-0.9500940206276282,0.3457430767170868,0.5710086850102668,-5.790517770543364,L0R6Q1,Training_Young,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein
-0.13846745231412427,22.347141213884665,-0.8587262610779338,0.3937900939118978,0.6164461740278562,-5.870186845043109,O00151,Training_Young,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1
0.05839962892942907,18.447662054791085,0.5330806524001165,0.5958781165517639,0.7692204301604159,-6.089794204949132,O00159,Training_Young,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic
0.13596222853031392,19.85895032786445,0.844216854295227,0.40178481713176584,0.622458753893414,-5.882116601018105,O00168,Training_Young,PLM_HUMAN,FXYD1,Phospholemman
-0.15410246516711013,18.25119932376284,-1.6509141398581173,0.10379885017974358,0.2802256995610723,-4.925916552815888,O00186,Training_Young,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3
-0.3796239366791383,22.64451350364609,-2.9573528281900656,0.004382281265766353,0.038945461960199726,-2.240038831986805,O00217,Training_Young,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
0.1615392591029874,21.83261232871907,3.0274944511555164,0.003586239553735854,0.03462351278243161,-2.0617108337317305,O00231,Training_Young,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11
0.09187801445400723,20.5520090426159,1.000625566129955,0.320886299633019,0.5493360501850141,-5.743102852854009,O00232,Training_Young,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12
0.16928440215235696,18.078684053184734,2.04622374715157,0.04496903964716922,0.16640111534945545,-4.250740195990303,O00233,Training_Young,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9
-0.1394860375732634,18.73608440700469,-0.8224570922909201,0.4139598921947022,0.6302873197287078,-5.899635436140582,O00264,Training_Young,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1
0.2982244858762648,19.372071541090907,2.7826081535027853,0.0071315199552833735,0.051366100417252085,-2.6706286840709366,O00299,Training_Young,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1
0.10745664128195287,19.653754068548995,1.3449699659171879,0.1835204907309416,0.3937348710227474,-5.357462173264617,O00303,Training_Young,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F
-0.04475539057695954,23.416767717035135,-0.6552257638300681,0.514739406594086,0.716452489912083,-6.019286754430889,O00330,Training_Young,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial"
0.15131578771735832,16.00621847711276,1.5659296141372525,0.12244091567215513,0.3096452175084147,-5.053965182385679,O00399,Training_Young,DCTN6_HUMAN,DCTN6,Dynactin subunit 6
0.08082752436903817,21.672215997050895,1.4818704484256915,0.1434254483427928,0.34228724975291225,-5.174476063517725,O00410,Training_Young,IPO5_HUMAN,IPO5,Importin-5
-0.3397951628813374,16.417183871101827,-2.6069965210709753,0.011419811127912296,0.06832585587517102,-3.0828897870302954,O00418,Training_Young,EF2K_HUMAN,EEF2K,Eukaryotic elongation factor 2 kinase
-0.08082451309411454,20.48896541039036,-0.917007691782925,0.3626819465585026,0.5871466878736734,-5.820271906497598,O00423,Training_Young,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1
0.022726918730718637,20.244950247832413,0.3091878382138119,0.7582123923313069,0.8755657108124874,-6.181654152822382,O00429,Training_Young,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein
-0.06302916251548041,20.840617685962084,-0.7856687836141015,0.4350454351921549,0.6493580494364982,-5.928235878105671,O00442,Training_Young,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase
0.011065679926826277,26.111192477359143,0.11746889649234418,0.9068671386889928,0.954029619898673,-6.22158948248596,O00483,Training_Young,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4
0.09394360650133038,20.67642448925529,1.4400496774220497,0.15486978521313943,0.3567716093196401,-5.232131563605336,O00487,Training_Young,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14
0.20715941729565301,26.344461960250005,3.516103646410378,8.237787683293753e-4,0.014110533096222526,-0.7384131754995789,O00499,Training_Young,BIN1_HUMAN,BIN1,Myc box-dependent-interacting protein 1
0.10525960550755187,21.010797286529403,0.9817871502321444,0.3300097046932138,0.5563185091530195,-5.761057515191497,O00505,Training_Young,IMA4_HUMAN,KPNA3,Importin subunit alpha-4
0.067204246600582,19.596587337985405,0.5696953239697207,0.570937053075206,0.7518104778250078,-6.070162833142756,O00571,Training_Young,DDX3X_HUMAN,DDX3X,ATP-dependent RNA helicase DDX3X
0.15960784884687484,22.958610078088306,2.4739014583744714,0.016108409149017643,0.08596547998118964,-3.3810710811158535,O00629,Training_Young,IMA3_HUMAN,KPNA4,Importin subunit alpha-3
0.16874219885794872,20.470088718417514,1.0499488716261156,0.2978055918486329,0.5288788269953982,-5.69453238660509,O00748,Training_Young,EST2_HUMAN,CES2,Cocaine esterase
0.09598857919576886,26.001692314334438,0.6302897668710316,0.5308147824665403,0.7269185028748754,-6.034843786845827,O00757,Training_Young,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2"
-0.02632069340848986,19.2753351058978,-0.3865220361716954,0.7004297348005256,0.832519729555857,-6.155416656292717,O00764,Training_Young,PDXK_HUMAN,PDXK,Pyridoxal kinase
0.10135867955400357,23.23884205159438,0.8175685875515433,0.41672558253417213,0.6331367219617895,-5.903509671395473,O14521,Training_Young,DHSD_HUMAN,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
-0.307742038851643,16.46646707480171,-2.4510668600551586,0.01706824177021565,0.0888746330686775,-3.4309570493695,O14548,Training_Young,COX7R_HUMAN,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"
-0.24675019525305686,19.61217542192737,-1.259698612226899,0.21248617926627716,0.429165548895387,-5.463001277419758,O14556,Training_Young,G3PT_HUMAN,GAPDHS,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific"
0.6108800669729924,27.08194341913435,3.9520505489311146,2.0071262517182807e-4,0.007320708556063285,0.5494552421244521,O14558,Training_Young,HSPB6_HUMAN,HSPB6,Heat shock protein beta-6
-0.3537247104663024,23.429368407319327,-2.836391294524011,0.00615075174030779,0.04838591369042128,-2.540219429217678,O14561,Training_Young,ACPM_HUMAN,NDUFAB1,"Acyl carrier protein, mitochondrial"
-0.24872328434559776,22.356024831765286,-2.2155602331491333,0.030392182155432115,0.13147249470089167,-3.9230314605549834,O14732,Training_Young,IMPA2_HUMAN,IMPA2,Inositol monophosphatase 2
0.09041956278973728,20.864244213374338,1.164278382191222,0.24875928620415913,0.47444932392983313,-5.573315432054127,O14737,Training_Young,PDCD5_HUMAN,PDCD5,Programmed cell death protein 5
0.1303114722119929,20.03653410891103,1.735940538830191,0.08752779512493808,0.2533942391490954,-4.791639190580292,O14744,Training_Young,ANM5_HUMAN,PRMT5,Protein arginine N-methyltransferase 5
0.1170808066420932,23.6552137323145,2.1922176212570346,0.03211604355713916,0.13507817131755162,-3.969527883018143,O14818,Training_Young,PSA7_HUMAN,PSMA7,Proteasome subunit alpha type-7
-0.16217744321513194,18.92355651147673,-1.9253249899290168,0.0587656451473877,0.1971851979353104,-4.47083713818961,O14841,Training_Young,OPLA_HUMAN,OPLAH,5-oxoprolinase
-0.45886803443952573,24.536769202835565,-4.05049558421119,1.4423188771390616e-4,0.005891317875083398,0.852613833453912,O14880,Training_Young,MGST3_HUMAN,MGST3,Microsomal glutathione S-transferase 3
-0.2959947310528186,20.542107731029734,-1.844489628954346,0.06987670002663138,0.22053211122817984,-4.611390760029195,O14924,Training_Young,RGS12_HUMAN,RGS12,Regulator of G-protein signaling 12
-0.07600689082089218,18.78983049008028,-0.22076923966672582,0.8259954805396879,0.9104381944298375,-6.204524426872789,O14929,Training_Young,HAT1_HUMAN,HAT1,Histone acetyltransferase type B catalytic subunit
-0.15296397583665566,25.01447083329647,-1.8604258779818907,0.06755610504585419,0.21529744754594488,-4.584105418978453,O14949,Training_Young,QCR8_HUMAN,UQCRQ,Cytochrome b-c1 complex subunit 8
-0.031879106996644424,21.002867479101024,-0.23697950203813753,0.8134517597376939,0.9036462017169778,-6.200901604191074,O14950,Training_Young,ML12B_HUMAN,MYL12B,Myosin regulatory light chain 12B
