logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,uniprot_id,gene,protein,description
-1.1591239480049715,18.473659829243303,-7.176882094364234,1.047310294501032e-9,2.2244870655201918e-6,11.948420265489498,3,-7.156915477154619,1.1060249146934474e-9,2.3491969188088825e-6,Q96JJ7,TMX3,TMX3_HUMAN,Protein disulfide-isomerase TMX3
1.0447209769486534,17.222089908338106,6.917921375134988,2.944235523302235e-9,3.1267781257469734e-6,10.969751907099335,4,6.906348249988651,3.0132797210192877e-9,3.2001030637224834e-6,Q9UBR2,CTSZ,CATZ_HUMAN,Cathepsin Z
0.5324309238105016,21.259229630021153,6.585530631222943,1.1034988877970879e-8,5.735639212357791e-6,9.718469706901066,8,6.617436566108824,9.527523443758087e-9,5.847778765305116e-6,Q96FW1,OTUB1,OTUB1_HUMAN,Ubiquitin thioesterase OTUB1
-1.1644586930762628,18.757173362229285,-6.587139106681243,1.0964873699730728e-8,5.735639212357791e-6,9.724506658035528,1,-6.531106018973507,1.3422621020925006e-8,5.847778765305116e-6,Q5TGZ0,MICOS10,MIC10_HUMAN,MICOS complex subunit MIC10
-1.9092860345257172,20.619757757665155,-6.534588191203141,1.3501975546981617e-8,5.735639212357791e-6,9.527380014391976,1,-6.524737956996792,1.3765957545445187e-8,5.847778765305116e-6,Q9Y2H6,FNDC3A,FND3A_HUMAN,Fibronectin type-III domain-containing protein 3A
-2.377705311219369,20.186987391555427,-6.187141884275674,5.3102470627839156e-8,1.879827460225506e-5,8.23063257974407,2,-6.194623301354954,5.069970529355759e-8,1.7947695673919386e-5,Q6P5Q4,LMOD2,LMOD2_HUMAN,Leiomodin-2
-1.200772161835829,20.44764512118542,-6.056120953597743,8.86785692201126e-8,2.3544160127939893e-5,7.74520351039685,5,-6.0627822453566385,8.503440317127533e-8,2.20892511152844e-5,P62081,RPS7,RS7_HUMAN,40S ribosomal protein S7
0.7852795512587498,20.720160789684428,6.093404767314395,7.66555874190446e-8,2.3259495382578676e-5,7.883111007536508,3,6.057967900109316,8.665166237419485e-8,2.20892511152844e-5,P26583,HMGB2,HMGB2_HUMAN,High mobility group protein B2
-0.6136957041727591,20.21700699012216,-6.014146675442925,1.0446130486188271e-7,2.413007522741195e-5,7.590174971329979,8,-6.038252945085501,9.35985216749339e-8,2.20892511152844e-5,P51665,PSMD7,PSMD7_HUMAN,26S proteasome non-ATPase regulatory subunit 7
0.9242731687237118,20.149324095477187,5.992615606986057,1.1360675719120503e-7,2.413007522741195e-5,7.510748311742329,3,5.972856551127672,1.2083550781369518e-7,2.5665461859628856e-5,Q13907,IDI1,IDI1_HUMAN,Isopentenyl-diphosphate Delta-isomerase 1
-1.0356186652929154,23.704863058641727,-5.9360967327034855,1.4156100451441414e-7,2.5056297799051303e-5,7.302576145774637,123,-5.912297615671517,1.5299308137829423e-7,2.9541573167954268e-5,Q5VST9,OBSCN,OBSCN_HUMAN,Obscurin
-0.986299420248475,14.366598121200877,-5.936130383317633,1.415424841471232e-7,2.5056297799051303e-5,7.302699947012924,1,-5.877093891514854,1.7544111362265593e-7,3.10530771112101e-5,Q96Q83,ALKBH3,ALKB3_HUMAN,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3
-0.9558395552626884,23.93680803887887,-5.728921018067748,3.1573042131297664e-7,5.158549345144326e-5,6.543808620498476,228,-5.629372796247352,4.57100712991203e-7,7.468322418410116e-5,Q15149,PLEC,PLEC_HUMAN,Plectin
0.9521216693799399,14.153732300501597,5.617691853222243,4.842285850705479e-7,7.346439390641741e-5,6.139511848659405,1,5.564519124345739,5.862730654902004e-7,8.455590217065794e-5,P61916,NPC2,NPC2_HUMAN,NPC intracellular cholesterol transporter 2
-1.0332262377094548,15.178513448255273,-5.578430166941489,5.62827896147206e-7,7.969643009444436e-5,5.997361476869894,2,-5.559722257814689,5.971462017701832e-7,8.455590217065794e-5,P08621,SNRNP70,RU17_HUMAN,U1 small nuclear ribonucleoprotein 70 kDa
-1.644909849909471,17.68268648190246,-5.486567188878839,7.993109482108982e-7,9.986685023529105e-5,5.665966850086962,6,-5.499159837441563,7.527849992005497e-7,9.959536728717089e-5,Q9H987,SYNPO2L,SYP2L_HUMAN,Synaptopodin 2-like protein
-1.1590495316387006,14.959847193001648,-5.505905908866738,7.425159568683902e-7,9.85689932742788e-5,5.735587406467943,1,-5.476889837827838,8.195575066658148e-7,9.959536728717089e-5,Q9BR76,CORO1B,COR1B_HUMAN,Coronin-1B
0.6860538897615669,21.38984249619273,5.455986465917074,8.97979799142482e-7,1.0596161629881287e-4,5.556035027518432,7,5.4691737631773245,8.440285363319567e-7,9.959536728717089e-5,P35914,HMGCL,HMGCL_HUMAN,"Hydroxymethylglutaryl-CoA lyase, mitochondrial"
0.6140970534138326,30.951764430313098,5.328919732976273,1.4534393566300186e-6,1.4700500921343616e-4,5.101444356779755,17,5.379661771015187,1.1862901182778259e-6,1.32614747959058e-4,P07451,CA3,CAH3_HUMAN,Carbonic anhydrase 3
-1.338332856959271,14.939996241809592,-5.35917208690569,1.29641430470381e-6,1.3767919915954463e-4,5.209345502423588,1,-5.3430370970941325,1.362894557528354e-6,1.447394020095112e-4,Q8IZ81,ELMOD2,ELMD2_HUMAN,ELMO domain-containing protein 2
-0.9037793670534455,18.983905049948785,-5.310520120253,1.5579482105395497e-6,1.5041281814481835e-4,5.035922012159631,6,-5.319284425028449,1.4910138847706773e-6,1.5080540434537706e-4,Q8TDC0,MYOZ3,MYOZ3_HUMAN,Myozenin-3
-0.6863359258458672,16.299096872147825,-5.254553573566014,1.9234235720098595e-6,1.7704079373598666e-4,4.837113193681152,4,-5.2382630788279,2.0237560344871036e-6,1.9538444623866402e-4,Q13501,SQSTM1,SQSTM_HUMAN,Sequestosome-1
-0.872657839041306,16.68207162719887,-5.244102978715503,2.0004609461693407e-6,1.7704079373598666e-4,4.800073240097483,1,-5.1921470678265065,2.406448908609325e-6,2.2223032529940026e-4,Q9Y320,TMX2,TMX2_HUMAN,Thioredoxin-related transmembrane protein 2
0.5946484613073082,17.418573236340112,5.17657111936015,2.5767408268896865e-6,2.1049990447360363e-4,4.561371160604013,4,5.151971119572138,2.7972047232635005e-6,2.475526180088198e-4,Q6DKJ4,NXN,NXN_HUMAN,Nucleoredoxin
1.0192950461402077,22.347141213884665,5.113018949552251,3.266587462234107e-6,2.569715470290831e-4,4.3377938941176755,11,5.133148391977445,3.0011008566403786e-6,2.5497352878016654e-4,O00151,PDLIM1,PDLI1_HUMAN,PDZ and LIM domain protein 1
-1.698599629558906,26.143793429639274,-5.425124543846247,1.0097114941631333e-6,1.1287511650539448e-4,5.44529539277967,1381,-5.120474202094082,3.1465445344712826e-6,2.570484842775771e-4,Q8WZ42,TTN,TITIN_HUMAN,Titin
-0.8862579168534914,20.486184479859826,-5.091172193952888,3.5433075506656337e-6,2.6878518705763594e-4,4.261180758629015,4,-5.088013850282144,3.5513483402232857e-6,2.69808765271908e-4,Q9NZM1,MYOF,MYOF_HUMAN,Myoferlin
-0.6216476211339348,17.25357739882822,-5.19780368448864,2.379881929704248e-6,2.021947687476729e-4,4.636298240899183,1,-5.087601884362432,3.556801048782214e-6,2.69808765271908e-4,P0CW19,LIMS3,LIMS3_HUMAN,LIM and senescent cell antigen-like-containing domain protein 3
0.4760237374331382,26.08670317196947,5.019055724330881,4.630263665773048e-6,3.278226675367318e-4,4.009192636256371,40,5.0653226736303,3.864248096185914e-6,2.8302286056203034e-4,P40939,HADHA,ECHA_HUMAN,"Trifunctional enzyme subunit alpha, mitochondrial"
